Lj	Data	Item	Quantidade	Estoque	Fator	Peso	Estoque Loja	MDV	Norma	Lastro
3	06/04/2026	132916	2	3591	180	6	279	5,743	88	8
3	06/04/2026	133586	1	192	24	8	40	0,657	204	12
3	06/04/2026	133654	1	360	24	7	45	0,371	204	12
3	06/04/2026	134200	2	324	12	19	11	0	85	17
3	06/04/2026	134248	1	144	12	9	36	0,4	85	17
3	06/04/2026	134422	2	18	6	37	22	0,8	40	10
3	06/04/2026	134545	2	209	15	6	31	2,171	40	5
3	06/04/2026	137096	4	732	24	19	241	6,629	108	18
3	06/04/2026	138734	1	126	25	2	31	0,171	300	30
3	06/04/2026	140294	1	375	15	12	0	0,714	90	9
3	06/04/2026	141192	4	1152	6	12	36	1,2	640	40
3	06/04/2026	143264	2	565	6	25	47	0,771	100	20
3	06/04/2026	143776	1	276	12	12	44	1,143	50	10
3	06/04/2026	144278	1	204	12	10	48	0	60	15
3	06/04/2026	144568	3	468	6	18	41	0,714	140	14
3	06/04/2026	153218	3	412	20	61	36	1,686	126	7
3	06/04/2026	153775	2	1205	24	25	31	5,343	50	10
3	06/04/2026	154116	2	7632	48	17	-14	26,971	56	14
3	06/04/2026	160148	2	500	20	30	52	3,971	60	12
3	06/04/2026	162487	1	297	50	0	100	2,771	84	7
3	06/04/2026	163859	1	193	20	5	37	2,257	100	10
3	06/04/2026	165105	1	95	24	9	9	0,886	60	10
3	06/04/2026	165297	1	96	12	13	13	0,229	40	10
3	06/04/2026	165310	2	371	12	15	9	0,743	72	12
3	06/04/2026	165990	2	421	30	20	49	6,657	72	9
3	06/04/2026	166829	3	49	12	39	35	1	80	8
3	06/04/2026	167215	2	81	12	13	30	1,314	352	22
3	06/04/2026	169745	1	200	20	10	19	2,229	60	6
3	06/04/2026	174626	2	53	24	19	79	1,8	104	13
3	06/04/2026	175722	3	612	56	6	140	13,971	28	7
3	06/04/2026	175982	1	391	56	1	362	17,257	28	7
3	06/04/2026	177481	1	48	24	0	22	0,343	864	108
3	06/04/2026	178921	1	72	24	5	-2	0,971	126	14
3	06/04/2026	180924	1	420	15	6	15	0,029	77	11
3	06/04/2026	180979	1	287	12	6	12	0,257	150	15
3	06/04/2026	181488	2	59	20	41	21	0,543	35	5
3	06/04/2026	191678	1	622	48	3	21	1,486	80	10
3	06/04/2026	193016	2	204	12	24	20	0,486	70	10
3	06/04/2026	193047	1	12	12	12	32	0,629	70	10
3	06/04/2026	193146	1	83	12	12	9	0,343	55	11
3	06/04/2026	194570	2	96	24	0	0	1,657	100	10
3	06/04/2026	195065	1	64	32	11	0	0,914	50	5
3	06/04/2026	195416	3	11711	48	14	72	32,086	152	19
3	06/04/2026	197854	4	1008	48	12	69	5,771	100	10
3	06/04/2026	197861	1	96	24	12	18	0,971	50	10
3	06/04/2026	197892	2	96	24	2	21	0,714	222	37
3	06/04/2026	197946	2	71	24	1	49	1,171	222	37
3	06/04/2026	200691	1	432	24	4	27	0,943	220	22
3	06/04/2026	208505	1	252	12	6	12	0,6	100	10
3	06/04/2026	209175	6	344	12	36	217	2,743	150	25
3	06/04/2026	219020	3	116	20	30	12	2	48	6
3	06/04/2026	220194	10	4345	27	59	101	48,971	165	15
3	06/04/2026	221337	2	121	24	26	59	3,229	54	9
3	06/04/2026	224062	9	246	6	36	61	1,914	50	5
3	06/04/2026	226622	1	18	6	6	12	0,171	952	34
3	06/04/2026	227872	2	413	18	19	30	1,286	60	10
3	06/04/2026	229081	1	575	12	6	18	0,343	120	20
3	06/04/2026	229470	1	283	6	2	1	0,143	450	45
3	06/04/2026	229524	1	72	24	13	0	0	176	8
3	06/04/2026	229555	2	1382	12	19	117	2,8	60	15
3	06/04/2026	231855	1	441	6	2	8	0,114	576	36
3	06/04/2026	232463	1	614	12	15	36	1,486	60	15
3	06/04/2026	234818	1	564	12	11	24	1,457	80	8
3	06/04/2026	235334	2	2734	48	15	57	19,714	110	10
3	06/04/2026	237116	1	825	25	10	0	1,486	50	5
3	06/04/2026	237581	1	1491	24	5	27	1,629	189	21
3	06/04/2026	247399	1	72	12	12	49	2,343	100	10
3	06/04/2026	248778	2	2700	50	10	62	6,914	48	6
3	06/04/2026	250009	2	3487	50	10	54	7,143	48	6
3	06/04/2026	251983	1	216	24	8	45	0,943	190	10
3	06/04/2026	253437	3	39	3	45	8	0,086	42	14
3	06/04/2026	253444	1	120	6	12	6	0,257	60	15
3	06/04/2026	253505	1	174	6	12	15	0,486	60	15
3	06/04/2026	258173	1	82	12	9	6	0,543	90	15
3	06/04/2026	271004	2	396	50	9	54	10,143	84	7
3	06/04/2026	272117	1	257	20	10	-3	2,8	36	6
3	06/04/2026	273664	2	275	24	48	0	1,057	96	16
3	06/04/2026	282642	1	121	24	13	59	1,057	48	8
3	06/04/2026	289214	1	527	10	0	41	0,029	112	14
3	06/04/2026	289245	2	198	50	12	50	3,714	112	14
3	06/04/2026	298247	2	33	12	20	23	0,8	70	14
3	06/04/2026	305143	1	1218	62	3	77	9,314	35	7
3	06/04/2026	307451	1	628	30	10	36	1,314	30	5
3	06/04/2026	316460	3	66	16	31	20	0,143	28	7
3	06/04/2026	317405	3	840	24	5	70	3,914	198	22
3	06/04/2026	317771	3	1946	24	2	119	3,971	87	29
3	06/04/2026	322980	3	60	15	3	16	0,6	416	52
3	06/04/2026	325714	1	192	24	5	21	1,371	140	20
3	06/04/2026	333023	2	384	24	15	49	1,829	104	13
3	06/04/2026	337236	2	352	20	20	30	1,943	36	6
3	06/04/2026	344289	2	624	48	16	108	5,286	104	13
3	06/04/2026	345736	1	432	48	3	76	3,314	100	20
3	06/04/2026	348997	1	168	24	7	57	0,029	108	18
3	06/04/2026	353007	1	32	32	9	0	1,114	96	16
3	06/04/2026	354202	1	78	6	6	5	0,2	99	11
3	06/04/2026	360227	1	726	20	10	22	1,771	18	6
3	06/04/2026	363631	3	726	6	19	45	1,571	105	15
3	06/04/2026	363778	1	1632	96	3	77	4,943	65	13
3	06/04/2026	369411	1	600	24	4	42	1,086	220	22
3	06/04/2026	370561	3	512	4	66	24	0,943	40	10
3	06/04/2026	373517	12	6484	50	55	199	68,686	84	7
3	06/04/2026	373524	2	248	50	9	68	2,971	84	7
3	06/04/2026	375122	2	240	24	4	35	1,2	130	13
3	06/04/2026	376334	2	1621	20	20	14	4,886	56	7
3	06/04/2026	376341	3	473	20	30	41	14,686	42	6
3	06/04/2026	376389	2	155	20	20	41	2,229	42	7
3	06/04/2026	383844	4	274	12	25	124	3,971	80	10
3	06/04/2026	385800	4	40	6	51	41	1,371	65	13
3	06/04/2026	390866	2	456	24	15	212	2,914	25	5
3	06/04/2026	396356	1	1464	24	10	29	1,371	48	8
3	06/04/2026	397612	1	210	30	5	25	0,771	90	10
3	06/04/2026	404280	1	282	24	11	29	3,2	78	13
3	06/04/2026	406390	3	1898	20	28	-1	3	119	17
3	06/04/2026	418706	1	930	120	0	44	13,543	50	10
3	06/04/2026	433822	1	319	20	10	20	0,571	42	6
3	06/04/2026	433983	1	72	24	0	37	1,029	130	13
3	06/04/2026	436045	5	288	48	48	37	3,029	60	10
3	06/04/2026	436069	45	3195	12	292	2320	173	154	22
3	06/04/2026	438094	6	1193	10	28	139	11,543	432	27
3	06/04/2026	439121	4	5424	12	16	119	4,343	140	28
3	06/04/2026	439152	7	2727	12	40	59	4,686	140	28
3	06/04/2026	440509	2	348	12	3	26	2,8	297	33
3	06/04/2026	441063	1	1650	150	2	24	8,086	182	13
3	06/04/2026	452199	2	155	6	13	11	0,6	170	34
3	06/04/2026	456920	1	287	62	3	182	6,229	35	7
3	06/04/2026	463157	12	300	6	162	144	11,257	65	13
3	06/04/2026	463218	1	368	16	7	46	1,171	120	15
3	06/04/2026	465311	1	360	30	10	25	0,343	60	6
3	06/04/2026	465663	1	1553	12	12	30	0,629	75	15
3	06/04/2026	467032	1	96	24	4	33	1,6	80	8
3	06/04/2026	474801	10	605	6	180	45	2,914	60	15
3	06/04/2026	485203	1	1096	50	5	66	4,143	80	8
3	06/04/2026	488594	2	2196	36	9	66	2,457	90	10
3	06/04/2026	491082	1	291	48	3	64	5,057	80	10
3	06/04/2026	491402	2	4248	72	22	0	6,886	52	13
3	06/04/2026	493802	1	24	24	8	51	1,657	64	8
3	06/04/2026	500913	2	648	24	9	18	0,371	220	22
3	06/04/2026	506717	1	192	24	4	23	0,257	220	22
3	06/04/2026	507318	2	3600	72	22	1	8,714	52	13
3	06/04/2026	508605	4	890	6	9	48	1,029	240	60
3	06/04/2026	508919	1	3540	60	6	82	4,743	40	5
3	06/04/2026	509107	2	72	24	8	3	1,143	95	19
3	06/04/2026	512152	10	888	6	79	71	5,886	140	28
3	06/04/2026	518079	1	3024	72	11	199	5,029	52	13
3	06/04/2026	520546	1	180	15	0	28	0,457	140	20
3	06/04/2026	524513	6	622	6	23	27	0,371	364	52
3	06/04/2026	538794	11	1160	6	127	20	3	88	22
3	06/04/2026	545617	8	1414	12	104	112	4,771	85	17
3	06/04/2026	554411	1	625	25	9	30	1,314	63	9
3	06/04/2026	555708	3	4775	24	20	154	12,257	112	16
3	06/04/2026	557917	1	241	24	0	7	1,714	136	17
3	06/04/2026	566827	8	1000	6	48	198	8,343	155	31
3	06/04/2026	570596	2	575	25	16	35	1,286	63	9
3	06/04/2026	593465	1	3456	72	11	0	4,914	75	15
3	06/04/2026	609203	2	2044	36	7	51	1,743	100	10
3	06/04/2026	615242	2	144	6	4	14	0	180	30
3	06/04/2026	615310	1	371	12	6	28	0,971	85	17
3	06/04/2026	620383	2	2052	27	7	244	9	171	19
3	06/04/2026	621632	3	3862	42	9	157	1,514	135	15
3	06/04/2026	621649	4	4739	42	12	19	5,857	135	15
3	06/04/2026	625500	1	192	32	13	39	0,743	104	13
3	06/04/2026	628860	4	4195	20	48	67	16,971	70	10
3	06/04/2026	629225	2	575	12	11	66	2,286	430	43
3	06/04/2026	629669	7	424	12	47	119	6,514	50	10
3	06/04/2026	629775	1	204	12	5	6	0,086	120	20
3	06/04/2026	635073	9	4801	60	89	992	42,543	56	14
3	06/04/2026	635080	2	8880	60	12	251	18,486	56	14
3	06/04/2026	635103	2	2280	60	16	100	32	56	14
3	06/04/2026	636896	7	144	12	31	43	0,486	280	28
3	06/04/2026	641418	1	2250	150	1	37	8,286	150	15
3	06/04/2026	641456	1	1650	150	1	103	9,4	100	10
3	06/04/2026	641500	1	2236	150	0	116	10,2	150	15
3	06/04/2026	641517	2	222	6	3	34	0,629	168	21
3	06/04/2026	644105	3	2246	65	14	215	21,514	52	13
3	06/04/2026	646147	1	156	12	14	31	0,6	112	14
3	06/04/2026	655026	1	59	12	19	12	0,657	55	11
3	06/04/2026	655699	5	7152	24	64	520	13,171	84	12
3	06/04/2026	657778	12	793	8	192	25	17,857	75	15
3	06/04/2026	663298	1	5251	65	5	175	13,486	52	13
3	06/04/2026	666459	5	2570	10	23	46	8,486	72	9
3	06/04/2026	667814	2	145	27	22	2	1,343	90	15
3	06/04/2026	673365	6	1709	12	11	53	7,029	392	28
3	06/04/2026	674638	1	3348	108	9	54	13,229	90	15
3	06/04/2026	676991	12	189	9	35	110	8,771	110	10
3	06/04/2026	677004	1	71	20	0	0	0,629	75	15
3	06/04/2026	688307	2	334	6	16	81	0,714	100	20
3	06/04/2026	688758	2	108	6	9	8	0,2	104	13
3	06/04/2026	689427	1	1808	16	7	62	3,457	120	15
3	06/04/2026	694025	6	2223	9	93	68	3,171	48	8
3	06/04/2026	694698	1	513	27	6	18	8,571	198	18
3	06/04/2026	695398	2	25	12	10	41	0,286	152	19
3	06/04/2026	697385	5	104	12	60	34	1,057	85	17
3	06/04/2026	703178	2	340	20	21	54	2,486	48	12
3	06/04/2026	704878	6	1536	10	60	30	28,743	70	10
3	06/04/2026	705400	5	1995	15	24	150	5,257	63	9
3	06/04/2026	706155	6	1942	6	57	7	9,743	112	28
3	06/04/2026	708289	3	279	9	46	15	0,457	48	6
3	06/04/2026	718318	2	96	24	15	21	1,371	104	8
3	06/04/2026	734493	1	444	12	18	11	1,029	56	14
3	06/04/2026	738095	2	1608	108	19	237	12,514	90	15
3	06/04/2026	738408	1	1008	24	10	46	2,4	64	8
3	06/04/2026	740180	3	1316	20	60	102	4,457	42	6
3	06/04/2026	741224	2	182	20	20	17	0,657	88	11
3	06/04/2026	741262	4	2297	20	81	16	9,114	49	7
3	06/04/2026	741279	3	41	10	15	11	0,057	210	21
3	06/04/2026	741293	1	432	24	1	28	1,486	143	11
3	06/04/2026	741347	1	216	24	1	9	0,743	143	11
3	06/04/2026	741392	1	158	20	21	38	1,114	42	7
3	06/04/2026	742290	2	598	30	9	56	0,943	160	20
3	06/04/2026	742634	1	25	24	5	0	0,114	231	21
3	06/04/2026	743938	3	315	9	46	7	0,171	48	6
3	06/04/2026	745765	1	1224	24	8	93	1,114	100	20
3	06/04/2026	755436	7	4049	12	31	339	24,286	280	28
3	06/04/2026	755795	1	107	12	14	8	0,457	48	12
3	06/04/2026	760553	2	330	6	7	0	0,514	125	25
3	06/04/2026	768016	1	132	12	13	46	0,971	60	12
3	06/04/2026	768467	2	408	12	27	18	1,343	60	12
3	06/04/2026	771085	3	138	6	26	12	0,514	140	28
3	06/04/2026	771405	4	3455	12	31	87	2,314	75	15
3	06/04/2026	776691	1	1582	72	7	20	8,114	162	18
3	06/04/2026	779487	1	100	20	11	19	0,029	90	10
3	06/04/2026	786010	2	555	24	22	28	2,543	48	8
3	06/04/2026	789271	2	768	24	18	101	3,857	80	10
3	06/04/2026	790666	2	624	24	16	25	1,286	136	17
3	06/04/2026	800174	1	64	8	3	10	0,257	40	10
3	06/04/2026	801560	2	672	12	12	10	0,4	105	15
3	06/04/2026	804158	1	1440	48	0	43	5	36	9
3	06/04/2026	814133	1	360	6	6	7	0,257	120	15
3	06/04/2026	816748	2	18	6	6	23	0,743	360	36
3	06/04/2026	820394	2	4144	69	1	111	7,057	80	8
3	06/04/2026	822046	2	143	4	10	7	0,171	24	8
3	06/04/2026	822084	1	116	4	4	5	0,086	30	6
3	06/04/2026	835411	2	72	24	9	69	2,914	160	20
3	06/04/2026	835473	1	324	24	4	31	1,714	160	20
3	06/04/2026	835923	1	904	24	12	154	4,4	54	6
3	06/04/2026	839525	3	101	20	61	0	0,6	49	7
3	06/04/2026	842150	1	132	12	3	0	1,029	75	15
3	06/04/2026	844963	1	3887	108	9	72	8,857	90	15
3	06/04/2026	844970	2	2592	108	19	21	7,057	90	15
3	06/04/2026	854511	31	471	4	682	265	14,686	40	10
3	06/04/2026	868877	2	234	6	8	14	0,8	100	25
3	06/04/2026	869669	1	336	24	5	30	1,714	80	10
3	06/04/2026	879033	2	48	8	28	0	0,229	54	9
3	06/04/2026	879866	6	322	6	11	12	1,171	826	59
3	06/04/2026	885515	1	528	12	2	15	0,286	112	8
3	06/04/2026	885539	1	264	12	2	24	0	112	8
3	06/04/2026	885638	1	276	12	2	5	0,143	120	8
3	06/04/2026	885669	1	133	12	1	14	0	112	8
3	06/04/2026	891196	2	800	40	10	76	1,229	105	15
3	06/04/2026	893039	1	25	8	17	16	0,029	48	6
3	06/04/2026	896689	1	3503	48	5	247	14,029	104	13
3	06/04/2026	896795	1	308	68	6	102	2,686	135	15
3	06/04/2026	897396	1	42	12	6	24	0	72	18
3	06/04/2026	899611	2	1199	200	7	121	15,857	88	8
3	06/04/2026	899628	2	1200	200	7	282	11,029	88	8
3	06/04/2026	899642	1	2023	200	3	175	20,743	88	8
3	06/04/2026	902960	1	336	48	1	37	1	114	19
3	06/04/2026	904995	3	1170	30	8	60	2,714	120	24
3	06/04/2026	905039	3	2800	40	10	20	13,486	133	19
3	06/04/2026	905046	4	1840	40	13	101	17,086	133	19
3	06/04/2026	905053	3	2080	40	10	6	7,029	133	19
3	06/04/2026	907941	1	26	12	14	15	0,229	225	15
3	06/04/2026	908726	1	408	24	1	21	0,314	160	40
3	06/04/2026	908733	1	528	24	1	36	1,343	160	40
3	06/04/2026	908764	1	599	24	1	25	3,057	160	40
3	06/04/2026	908771	2	504	24	3	40	2,343	160	40
3	06/04/2026	908788	1	432	24	1	64	2,229	160	40
3	06/04/2026	908795	1	408	24	1	76	1,571	160	40
3	06/04/2026	908801	1	573	24	1	39	2,4	160	40
3	06/04/2026	910712	1	405	15	6	29	1,229	136	17
3	06/04/2026	910736	2	1568	28	21	45	6,686	63	7
3	06/04/2026	910774	5	312	8	73	49	1,029	54	6
3	06/04/2026	913263	1	94	24	0	25	0,514	168	28
3	06/04/2026	916974	2	873	21	0	94	13,2	36	9
3	06/04/2026	922067	1	360	12	13	28	1,543	33	11
3	06/04/2026	923705	1	700	50	9	67	4,486	84	14
3	06/04/2026	925099	1	48	12	3	2	0,286	176	22
3	06/04/2026	930475	1	984	24	7	1	0	195	13
3	06/04/2026	930505	1	72	24	6	12	0,514	75	15
3	06/04/2026	942959	1	287	48	0	120	8,457	100	10
3	06/04/2026	943871	1	1536	48	10	48	2,2	168	8
3	06/04/2026	944960	1	1948	50	3	35	8,971	96	12
3	06/04/2026	945196	1	287	24	10	11	0,371	50	10
3	06/04/2026	948845	3	1274	27	18	32	3,543	198	18
3	06/04/2026	951296	1	1350	150	2	76	6,457	180	15
3	06/04/2026	951302	1	1950	150	2	204	5,114	180	15
3	06/04/2026	951319	1	300	150	2	176	6,171	180	15
3	06/04/2026	951326	2	3000	150	5	105	10	180	15
3	06/04/2026	952910	1	541	24	0	28	0,743	288	16
3	06/04/2026	952989	2	1200	24	0	81	2,229	288	16
3	06/04/2026	953689	2	784	12	13	31	0,886	45	9
3	06/04/2026	954303	3	561	20	0	109	2,371	63	9
3	06/04/2026	954419	4	154	20	43	51	1,457	30	5
3	06/04/2026	955331	1	180	36	6	34	3,314	78	13
3	06/04/2026	955355	1	144	36	5	83	2,6	78	13
3	06/04/2026	955744	2	150	30	0	9	0,571	40	10
3	06/04/2026	961820	3	48	8	20	50	2,029	32	8
3	06/04/2026	961899	1	288	72	9	23	1,143	96	6
3	06/04/2026	965637	5	396	18	29	66	9	30	3
3	06/04/2026	967242	1	40	40	5	49	0,943	92	23
3	06/04/2026	967273	1	528	40	2	37	2,4	92	23
3	06/04/2026	967280	1	110	40	5	28	0,857	92	23
3	06/04/2026	967297	1	199	40	2	16	0,714	120	20
3	06/04/2026	967310	2	96	48	7	53	0,714	56	7
3	06/04/2026	968805	3	24	6	32	9	0,343	100	10
3	06/04/2026	968812	1	48	6	10	15	0,029	100	10
3	06/04/2026	968829	2	36	6	21	27	0,6	100	10
3	06/04/2026	973946	1	2700	180	3	95	5,886	144	12
3	06/04/2026	973960	1	881	180	3	137	8,229	144	12
3	06/04/2026	973977	1	1874	150	3	294	17,686	144	12
3	06/04/2026	973984	1	1620	180	3	61	8,629	144	12
3	06/04/2026	974042	1	2700	180	3	83	11,657	144	12
3	06/04/2026	975094	5	618	4	31	59	0,514	40	4
3	06/04/2026	975100	4	1986	6	27	57	1,171	30	3
3	06/04/2026	977579	1	241	24	2	38	1,429	84	21
3	06/04/2026	979740	1	208	64	5	78	3,6	135	15
3	06/04/2026	981606	5	524	14	49	95	5,686	35	7
3	06/04/2026	983556	1	121	12	1	30	0,371	84	7
3	06/04/2026	984171	1	174	64	5	175	4,057	270	15
3	06/04/2026	984874	5	398	27	0	192	7,514	180	15
3	06/04/2026	986984	1	14	12	13	55	1,371	28	7
3	06/04/2026	988490	2	2578	64	11	77	13,057	135	15
3	06/04/2026	994873	5	468	18	20	451	33,029	250	25
3	06/04/2026	998314	1	567	27	4	88	3,657	162	18
4	31/03/2026	90865	1	435	20	1	39,25	0,652	30	6
4	31/03/2026	16925	3	7363	48	13	103	5,257	133	19
4	06/04/2026	181907	22	8934	12	101	230	59,771	264	22
4	06/04/2026	197755	40	9985	12	96	-40	76,257	308	28
4	06/04/2026	197779	20	8455	12	48	116	39,914	308	28
4	06/04/2026	544160	80	6813	6	319	31	27,114	280	40
4	06/04/2026	618908	15	4877	6	32	72	18,371	590	59
4	06/04/2026	694018	2	820	20	34	51	2,743	48	12
4	06/04/2026	760560	3	600	6	11	-1	0,114	150	25
4	06/04/2026	831628	3	273	4	9	62	1,943	56	14
4	06/04/2026	832526	6	2040	12	59	0	0,886	0	25
4	06/04/2026	842174	1	190	12	3	19	1,029	280	40
4	06/04/2026	842181	1	420	12	3	27	1,943	280	40
4	06/04/2026	854092	3	404	8	40	13	0,971	50	10
4	06/04/2026	889599	10	4210	12	60	748	10,2	220	22
4	06/04/2026	907446	1	288	24	1	72	0,4	9801	99
4	06/04/2026	909860	1	63	9	7	18	0,4	63	9
4	06/04/2026	931502	3	2880	36	14	0	1,057	336	21
4	06/04/2026	946513	1	1860	12	5	0	0	220	22
4	06/04/2026	949347	5	1544	15	71	17	2,029	78	13
4	06/04/2026	952941	1	814	24	9	1	2,314	104	13
4	06/04/2026	168816	30	3753	27	173	309	74,171	165	15
4	06/04/2026	183000	3	2469	12	9	96	7,943	360	36
4	06/04/2026	220200	30	28680	27	179	-39	33,057	165	15
4	06/04/2026	233569	30	15957	27	172	946	95,857	105	15
4	06/04/2026	290609	45	66374	27	259	1770,46	98,971	180	15
4	06/04/2026	296434	5	1593	27	28	87	3,286	150	15
4	06/04/2026	329644	10	1253	27	109	113	0	84	14
4	06/04/2026	540346	90	33117	27	449	2338	78,057	180	15
4	06/04/2026	802925	12	2544	24	43	228	7,4	80	5
4	06/04/2026	1748	1	10	10	10	12,42	0,205	105	15
4	06/04/2026	10052	4	600	12	3	82	3,314	72	12
4	06/04/2026	10149	1	105	15	6	30	0	90	15
4	06/04/2026	10403	2	1320	24	8	38	2,086	54	9
4	06/04/2026	10445	2	124	6	2	32	1,114	420	15
4	06/04/2026	10451	1	48	24	4	16	0,343	272	16
4	06/04/2026	10500	1	36	18	0	2	0,457	30	6
4	06/04/2026	10502	1	143	24	0	24	0	56	7
4	06/04/2026	10656	2	318	6	11	9	0,086	800	32
4	06/04/2026	10661	2	204	6	11	6	0,171	192	32
4	06/04/2026	10702	3	282	6	6	31	0,743	540	45
4	06/04/2026	10757	3	1690	12	6	46	9,257	540	45
4	06/04/2026	10797	3	42	6	24	5	0,2	120	30
4	06/04/2026	10867	1	73	12	13	44	1,514	90	15
4	06/04/2026	10871	1	48	24	13	27	0,6	54	9
4	06/04/2026	10873	1	16	8	16	16	0,6	100	10
4	06/04/2026	10886	1	108	12	12	21	0,6	54	9
4	06/04/2026	11046	2	480	15	17	35	5,8	60	12
4	06/04/2026	11047	1	618	15	8	2	0,714	65	13
4	06/04/2026	11052	2	192	6	25	20	0,857	50	10
4	06/04/2026	11053	3	276	12	3	39	1,686	60	10
4	06/04/2026	11125	1	1440	36	7	35	1,886	50	10
4	06/04/2026	11158	1	1201	24	6	24	1,486	100	10
4	06/04/2026	11166	3	90	9	47	68	1,543	50	10
4	06/04/2026	11388	9	468	4	9	62	1,971	40	5
4	06/04/2026	11703	1	144	36	4	34	1,086	120	10
4	06/04/2026	11704	1	216	36	4	0	0,543	120	10
4	06/04/2026	11868	1	72	24	7	3	0,143	95	13
4	06/04/2026	11885	1	1088	64	5	92	4,971	135	15
4	06/04/2026	11996	2	162	6	2	5	0,114	540	54
4	06/04/2026	12477	3	239	6	3	16	0,343	264	22
4	06/04/2026	12564	4	108	12	11	8	0,343	570	30
4	06/04/2026	12575	1	704	27	5	40	4,371	180	15
4	06/04/2026	12590	2	557	16	3840	16	2,229	100	10
4	06/04/2026	12628	1	49	12	13	0	0,229	150	10
4	06/04/2026	12666	1	54	6	8	26	0,914	675	25
4	06/04/2026	12667	1	96	12	13	9	0,743	85	17
4	06/04/2026	12704	3	456	12	223	32	1,571	40	8
4	06/04/2026	12721	1	420	12	3	19	0,429	220	22
4	06/04/2026	12723	2	422	12	6	38	1,029	240	8
4	06/04/2026	12835	2	47	12	27	4	0,4	60	15
4	06/04/2026	12838	2	60	12	27	12	0,371	25	5
4	06/04/2026	12931	2	26	6	6	20	0,314	250	50
4	06/04/2026	12933	1	168	6	0	13	0,771	250	50
4	06/04/2026	13194	2	120	12	0	14	0,771	60	15
4	06/04/2026	13635	2	261	12	13	38	3,086	150	25
4	06/04/2026	13671	1	30	6	4	43	0,943	35	7
4	06/04/2026	13672	1	481	6	5	33	0,657	30	6
4	06/04/2026	13754	2	60	12	4	-1	0,257	100	10
4	06/04/2026	13755	2	60	12	4	-2	0,343	100	10
4	06/04/2026	13757	3	60	12	7	-1	0,229	100	10
4	06/04/2026	13865	1	23	6	9	6	0,029	88	22
4	06/04/2026	14007	2	886	12	35	93	3,457	44	11
4	06/04/2026	14015	1	714	24	5	79	2,857	189	21
4	06/04/2026	14019	1	780	24	5	25	2,029	189	21
4	06/04/2026	14020	1	456	24	5	50	1,943	189	21
4	06/04/2026	14087	1	204	12	3	68	2,257	90	15
4	06/04/2026	14089	1	168	12	3	21	1,257	90	15
4	06/04/2026	14207	4	44	6	110	22	0,6	140	28
4	06/04/2026	14292	1	6	6	6	7	0	100	10
4	06/04/2026	14640	1	196	4	0	10	0,8	390	39
4	06/04/2026	14648	1	288	72	0	56	18,114	90	15
4	06/04/2026	14684	1	238	20	0	19	0,6	100	10
4	06/04/2026	14815	1	96	24	9	0	0,171	80	10
4	06/04/2026	15230	1	9	6	0	9	0,086	100	10
4	06/04/2026	15307	1	240	12	2	33	0,857	400	40
4	06/04/2026	15309	2	420	12	4	16	0,971	400	40
4	06/04/2026	15463	2	552	24	4680	53	2,286	120	12
4	06/04/2026	15465	2	299	16	15	111	4	40	10
4	06/04/2026	15472	1	744	24	7	0	0,657	40	5
4	06/04/2026	15478	1	696	24	7	0	4,114	56	7
4	06/04/2026	15480	2	720	24	15	5	0,971	56	7
4	06/04/2026	15644	2	216	6	12	9	0,286	280	28
4	06/04/2026	15684	2	1920	24	9	134	2,943	20	10
4	06/04/2026	15710	1	300	20	5	22	2,371	100	10
4	06/04/2026	15998	2	3510	54	11	79	3,371	20	4
4	06/04/2026	16046	1	168	12	3	23	0,029	240	30
4	06/04/2026	16485	1	810	9	16	9	0,257	50	5
4	06/04/2026	16895	2	30	6	7	0	0,343	90	15
4	06/04/2026	16897	1	288	12	13	1	0,657	85	17
4	06/04/2026	16903	1	2400	24	6	32	1,829	144	16
4	06/04/2026	16904	2	1632	24	13	55	2,486	144	16
4	06/04/2026	16939	1	216	24	7	24	0,771	44	11
4	06/04/2026	17021	1	36	12	13	18	0,257	40	10
4	06/04/2026	17062	14	96	6	0	0	1,829		
4	06/04/2026	17123	3	420	12	4	6	1,171		
4	06/04/2026	17126	1	12	12	2	8	0,114		
4	06/04/2026	17132	1	100	50	2	24	0,743		
4	06/04/2026	17191	1	288	24	1	20	0,114		
4	06/04/2026	19088	1	1081	12	4	6	0,343	35	5
4	06/04/2026	19873	2	61	9	16	7	0,143	60	12
4	06/04/2026	22910	1	123	20	10	33	2,629	40	10
4	06/04/2026	23061	5	8382	25	51	15	28,229	70	7
4	06/04/2026	24853	4	1850	10	44	0	16,029	100	10
4	06/04/2026	26857	3	1140	12	37	137	5,857	48	12
4	06/04/2026	28639	1	576	24	13	33	1,286	70	14
4	06/04/2026	30533	3	72	12	30	52	1,229	85	17
4	06/04/2026	30595	1	374,36	24	8	92	5	102	17
4	06/04/2026	31059	1	600	12	6	29	1,4	165	15
4	06/04/2026	32254	3	2065	24	32	85	3,629	90	15
4	06/04/2026	32520	1	319	12	9	54	3,429	85	17
4	06/04/2026	33008	1	84	12	13	14	0,943	40	10
4	06/04/2026	33619	1	240	48	4	70	1,4	160	20
4	06/04/2026	33657	1	408	12	13	29	1	80	10
4	06/04/2026	33862	2	165	12	1	35	0,514	55	11
4	06/04/2026	34180	1	240	48	3	62	4,2	100	20
4	06/04/2026	34234	1	1102	48	3	73	6,971	80	10
4	06/04/2026	37297	1	3528	72	11	-33	8,571	65	13
